Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1441	11.666	12.693	13.719	14.856	16.119	17.526	19.096	20.854	22.613
1442	11.667	12.693	13.720	14.857	16.120	17.527	19.098	20.857	22.615
1443	11.667	12.694	13.721	14.858	16.121	17.528	19.099	20.859	22.618
1444	11.668	12.695	13.721	14.859	16.122	17.529	19.101	20.860	22.620
1445	11.669	12.695	13.722	14.860	16.124	17.531	19.102	20.862	22.623
1446	11.669	12.696	13.723	14.861	16.125	17.532	19.104	20.865	22.625
1447	11.669	12.696	13.723	14.861	16.125	17.533	19.106	20.867	22.628
1448	11.670	12.697	13.724	14.862	16.127	17.535	19.107	20.869	22.631
1449	11.670	12.698	13.725	14.863	16.128	17.536	19.109	20.871	22.633
1450	11.671	12.698	13.726	14.864	16.129	17.537	19.111	20.874	22.636
1451	11.671	12.699	13.726	14.865	16.130	17.539	19.113	20.876	22.639
1452	11.672	12.699	13.727	14.866	16.131	17.540	19.114	20.878	22.642
1453	11.672	12.700	13.728	14.866	16.132	17.541	19.116	20.880	22.644
1454	11.673	12.700	13.728	14.867	16.133	17.543	19.118	20.882	22.647
1455	11.673	12.701	13.729	14.868	16.134	17.544	19.119	20.884	22.650
1456	11.674	12.702	13.730	14.869	16.135	17.545	19.121	20.887	22.652
1457	11.674	12.702	13.730	14.870	16.136	17.547	19.123	20.889	22.655
1458	11.675	12.703	13.731	14.871	16.137	17.548	19.124	20.890	22.657
1459	11.675	12.704	13.732	14.872	16.138	17.549	19.126	20.893	22.660
1460	11.676	12.704	13.732	14.872	16.139	17.550	19.127	20.895	22.662
1461	11.676	12.705	13.733	14.873	16.140	17.552	19.129	20.897	22.665
1462	11.677	12.705	13.734	14.874	16.141	17.553	19.131	20.899	22.668
1463	11.677	12.706	13.734	14.875	16.142	17.554	19.133	20.902	22.671
1464	11.677	12.706	13.735	14.876	16.143	17.556	19.134	20.904	22.673
1465	11.678	12.707	13.736	14.876	16.144	17.557	19.136	20.906	22.676
1466	11.678	12.707	13.736	14.877	16.145	17.558	19.138	20.908	22.679
1467	11.679	12.708	13.737	14.878	16.146	17.560	19.139	20.910	22.681
1468	11.679	12.709	13.738	14.879	16.147	17.561	19.141	20.913	22.684
1469	11.680	12.709	13.738	14.880	16.148	17.562	19.143	20.915	22.687
1470	11.680	12.710	13.739	14.880	16.149	17.564	19.144	20.917	22.689
1471	11.681	12.710	13.740	14.881	16.150	17.565	19.146	20.919	22.692
1472	11.681	12.711	13.740	14.882	16.151	17.566	19.148	20.921	22.695
1473	11.682	12.712	13.741	14.883	16.152	17.567	19.149	20.923	22.697
1474	11.682	12.712	13.742	14.884	16.153	17.569	19.151	20.925	22.699
1475	11.683	12.713	13.743	14.885	16.154	17.570	19.153	20.927	22.702
1476	11.683	12.713	13.743	14.886	16.156	17.571	19.154	20.930	22.705
1477	11.684	12.714	13.744	14.886	16.157	17.573	19.156	20.932	22.707
1478	11.684	12.714	13.745	14.887	16.158	17.574	19.158	20.934	22.710
1479	11.685	12.715	13.745	14.888	16.159	17.575	19.159	20.936	22.713
1480	11.685	12.715	13.746	14.889	16.160	17.577	19.161	20.938	22.716
1481	11.685	12.716	13.747	14.890	16.161	17.578	19.163	20.941	22.718
1482	11.686	12.717	13.747	14.890	16.162	17.579	19.165	20.943	22.721
1483	11.686	12.717	13.748	14.891	16.163	17.581	19.166	20.945	22.724
1484	11.687	12.718	13.749	14.892	16.164	17.582	19.168	20.947	22.727
1485	11.687	12.718	13.749	14.893	16.165	17.583	19.170	20.949	22.729
1486	11.688	12.719	13.750	14.894	16.166	17.584	19.171	20.952	22.732
1487	11.688	12.719	13.751	14.895	16.167	17.586	19.173	20.954	22.735
1488	11.689	12.720	13.752	14.896	16.168	17.587	19.174	20.955	22.737
1489	11.689	12.721	13.752	14.896	16.169	17.588	19.176	20.958	22.739
1490	11.690	12.721	13.753	14.897	16.170	17.590	19.178	20.960	22.742
1491	11.690	12.722	13.754	14.898	16.171	17.591	19.179	20.962	22.745
1492	11.691	12.722	13.754	14.899	16.172	17.592	19.181	20.964	22.747
1493	11.691	12.723	13.755	14.900	16.173	17.594	19.183	20.966	22.750
1494	11.692	12.724	13.755	14.900	16.174	17.595	19.184	20.969	22.753
1495	11.692	12.724	13.756	14.901	16.175	17.596	19.186	20.971	22.755
1496	11.693	12.725	13.757	14.902	16.176	17.597	19.188	20.973	22.758
1497	11.693	12.725	13.757	14.903	16.177	17.599	19.190	20.975	22.761
1498	11.693	12.726	13.758	14.904	16.178	17.600	19.191	20.978	22.764
1499	11.694	12.726	13.759	14.904	16.179	17.601	19.193	20.980	22.766
1500	11.694	12.727	13.759	14.905	16.180	17.603	19.195	20.982	22.769
1501	11.695	12.727	13.760	14.906	16.181	17.604	19.196	20.984	22.772
1502	11.695	12.728	13.761	14.907	16.182	17.605	19.198	20.986	22.775
1503	11.696	12.729	13.762	14.908	16.183	17.607	19.199	20.988	22.776
1504	11.696	12.729	13.762	14.909	16.184	17.608	19.201	20.990	22.779
1505	11.697	12.730	13.763	14.910	16.185	17.609	19.203	20.992	22.782
1506	11.697	12.731	13.764	14.910	16.186	17.610	19.205	20.994	22.784
1507	11.698	12.731	13.764	14.911	16.187	17.612	19.206	20.997	22.787
1508	11.698	12.732	13.765	14.912	16.189	17.613	19.208	20.999	22.790
1509	11.699	12.732	13.766	14.913	16.189	17.614	19.210	21.001	22.793
1510	11.699	12.733	13.766	14.914	16.190	17.616	19.211	21.003	22.795
1511	11.700	12.733	13.767	14.914	16.192	17.617	19.213	21.006	22.798
1512	11.700	12.734	13.768	14.915	16.193	17.618	19.215	21.008	22.801
1513	11.700	12.734	13.768	14.916	16.194	17.620	19.216	21.010	22.804
1514	11.701	12.735	13.769	14.917	16.195	17.621	19.218	21.012	22.806
1515	11.701	12.735	13.770	14.918	16.196	17.622	19.220	21.014	22.809
1516	11.702	12.736	13.770	14.919	16.197	17.624	19.222	21.017	22.812
1517	11.702	12.737	13.771	14.919	16.198	17.625	19.223	21.019	22.814
1518	11.703	12.737	13.772	14.920	16.199	17.626	19.225	21.020	22.816
1519	11.704	12.738	13.773	14.921	16.200	17.627	19.226	21.023	22.819
1520	11.704	12.739	13.773	14.922	16.201	17.629	19.228	21.025	22.822
1521	11.704	12.739	13.774	14.923	16.202	17.630	19.230	21.027	22.824
1522	11.705	12.740	13.774	14.923	16.203	17.631	19.231	21.029	22.827
1523	11.705	12.740	13.775	14.924	16.204	17.633	19.233	21.031	22.830
1524	11.706	12.741	13.776	14.925	16.205	17.634	19.235	21.034	22.833
1525	11.706	12.741	13.776	14.926	16.206	17.635	19.236	21.036	22.835
1526	11.707	12.742	13.777	14.927	16.207	17.637	19.238	21.038	22.838
1527	11.707	12.742	13.778	14.928	16.208	17.638	19.240	21.040	22.841
1528	11.707	12.743	13.778	14.928	16.209	17.639	19.242	21.042	22.843
1529	11.708	12.743	13.779	14.929	16.210	17.641	19.243	21.045	22.846
1530	11.708	12.744	13.780	14.930	16.211	17.642	19.245	21.047	22.849
1531	11.709	12.745	13.780	14.931	16.212	17.643	19.247	21.049	22.852
1532	11.709	12.745	13.781	14.932	16.213	17.645	19.248	21.051	22.854
1533	11.710	12.746	13.782	14.932	16.214	17.646	19.250	21.053	22.857
1534	11.711	12.747	13.783	14.933	16.215	17.647	19.251	21.055	22.859
1535	11.711	12.747	13.783	14.934	16.216	17.648	19.253	21.057	22.862
1536	11.711	12.748	13.784	14.935	16.217	17.650	19.255	21.059	22.864
1537	11.712	12.748	13.785	14.936	16.218	17.651	19.257	21.062	22.867
1538	11.712	12.749	13.785	14.937	16.219	17.652	19.258	21.064	22.870
1539	11.713	12.749	13.786	14.937	16.220	17.654	19.260	21.066	22.872
1540	11.713	12.750	13.787	14.938	16.221	17.655	19.262	21.068	22.875
1541	11.714	12.750	13.787	14.939	16.222	17.656	19.263	21.071	22.878
1542	11.714	12.751	13.788	14.940	16.223	17.658	19.265	21.073	22.881
1543	11.714	12.752	13.789	14.941	16.224	17.659	19.267	21.075	22.883
1544	11.715	12.752	13.789	14.942	16.226	17.660	19.268	21.077	22.886
1545	11.715	12.753	13.790	14.942	16.227	17.661	19.270	21.080	22.889
1546	11.716	12.753	13.791	14.943	16.228	17.663	19.272	21.082	22.892
1547	11.716	12.754	13.791	14.944	16.228	17.664	19.273	21.084	22.894
1548	11.717	12.754	13.792	14.945	16.230	17.665	19.275	21.086	22.897
1549	11.717	12.755	13.793	14.946	16.231	17.667	19.277	21.088	22.900
1550	11.718	12.755	13.793	14.946	16.232	17.668	19.279	21.091	22.902
1551	11.718	12.756	13.794	14.947	16.233	17.669	19.280	21.092	22.904
1552	11.719	12.757	13.795	14.948	16.234	17.671	19.282	21.094	22.907
1553	11.719	12.757	13.795	14.949	16.235	17.672	19.283	21.096	22.910
1554	11.720	12.758	13.796	14.950	16.236	17.673	19.285	21.099	22.912
1555	11.720	12.759	13.797	14.951	16.237	17.674	19.287	21.101	22.915
1556	11.721	12.759	13.797	14.952	16.238	17.676	19.288	21.103	22.918
1557	11.721	12.760	13.798	14.952	16.239	17.677	19.290	21.105	22.921
1558	11.721	12.760	13.799	14.953	16.240	17.678	19.292	21.108	22.923
1559	11.722	12.761	13.799	14.954	16.241	17.680	19.294	21.110	22.926
1560	11.722	12.761	13.800	14.955	16.242	17.681	19.295	21.112	22.929
1561	11.723	12.762	13.801	14.956	16.243	17.682	19.297	21.114	22.932
1562	11.723	12.762	13.801	14.956	16.244	17.684	19.299	21.117	22.934
1563	11.724	12.763	13.802	14.957	16.245	17.685	19.300	21.119	22.937
1564	11.724	12.763	13.803	14.958	16.246	17.686	19.302	21.121	22.940
1565	11.725	12.764	13.803	14.959	16.247	17.688	19.304	21.123	22.943
1566	11.725	12.765	13.804	14.960	16.248	17.689	19.306	21.125	22.945
1567	11.725	12.765	13.805	14.960	16.249	17.690	19.307	21.128	22.948
1568	11.726	12.766	13.806	14.961	16.250	17.691	19.308	21.129	22.950
1569	11.727	12.767	13.806	14.962	16.251	17.693	19.310	21.131	22.953
1570	11.727	12.767	13.807	14.963	16.252	17.694	19.312	21.134	22.955
1571	11.728	12.768	13.808	14.964	16.253	17.695	19.314	21.136	22.958
1572	11.728	12.768	13.808	14.965	16.254	17.697	19.315	21.138	22.961
1573	11.728	12.769	13.809	14.966	16.255	17.698	19.317	21.140	22.964
1574	11.729	12.769	13.810	14.966	16.256	17.699	19.319	21.143	22.966
1575	11.729	12.770	13.810	14.967	16.257	17.701	19.321	21.145	22.969
1576	11.730	12.770	13.811	14.968	16.258	17.702	19.322	21.147	22.972
1577	11.730	12.771	13.812	14.969	16.259	17.703	19.324	21.149	22.974
1578	11.731	12.771	13.812	14.970	16.260	17.705	19.326	21.152	22.977
1579	11.731	12.772	13.813	14.970	16.262	17.706	19.327	21.154	22.980
1580	11.732	12.773	13.814	14.971	16.262	17.707	19.329	21.156	22.983
1581	11.732	12.773	13.814	14.972	16.264	17.709	19.331	21.158	22.985
1582	11.732	12.774	13.815	14.973	16.265	17.710	19.332	21.160	22.988
1583	11.733	12.774	13.816	14.974	16.266	17.711	19.334	21.163	22.991
1584	11.733	12.775	13.816	14.974	16.267	17.713	19.336	21.165	22.994
1585	11.734	12.776	13.817	14.975	16.268	17.714	19.337	21.166	22.996
1586	11.735	12.776	13.818	14.976	16.269	17.715	19.339	21.169	22.998
1587	11.735	12.777	13.818	14.977	16.270	17.716	19.341	21.171	23.001
1588	11.736	12.777	13.819	14.978	16.271	17.718	19.342	21.173	23.004
1589	11.736	12.778	13.820	14.979	16.272	17.719	19.344	21.175	23.006
1590	11.736	12.778	13.820	14.980	16.273	17.720	19.346	21.177	23.009
1591	11.737	12.779	13.821	14.980	16.274	17.722	19.348	21.180	23.012
1592	11.737	12.780	13.822	14.981	16.275	17.723	19.349	21.182	23.015
1593	11.738	12.780	13.822	14.982	16.276	17.724	19.351	21.184	23.017
1594	11.738	12.781	13.823	14.983	16.277	17.726	19.353	21.186	23.020
1595	11.739	12.781	13.824	14.984	16.278	17.727	19.354	21.189	23.023
1596	11.739	12.782	13.824	14.984	16.279	17.728	19.356	21.191	23.026
1597	11.739	12.782	13.825	14.985	16.280	17.730	19.358	21.193	23.028
1598	11.740	12.783	13.826	14.986	16.281	17.731	19.359	21.195	23.031
1599	11.740	12.783	13.826	14.987	16.282	17.732	19.361	21.198	23.034
1600	11.741	12.784	13.827	14.988	16.283	17.734	19.363	21.200	23.037
1601	11.741	12.784	13.828	14.989	16.284	17.735	19.365	21.202	23.039
1602	11.742	12.785	13.828	14.989	16.285	17.736	19.366	21.204	23.042
1603	11.743	12.786	13.829	14.990	16.286	17.737	19.368	21.206	23.044
1604	11.743	12.786	13.830	14.991	16.287	17.739	19.369	21.208	23.047
1605	11.743	12.787	13.831	14.992	16.288	17.740	19.371	21.210	23.050
1606	11.744	12.788	13.831	14.993	16.289	17.741	19.373	21.213	23.052
1607	11.744	12.788	13.832	14.994	16.290	17.743	19.375	21.215	23.055
1608	11.745	12.789	13.833	14.994	16.291	17.744	19.376	21.217	23.058
1609	11.745	12.789	13.833	14.995	16.292	17.745	19.378	21.219	23.061
1610	11.746	12.790	13.834	14.996	16.294	17.747	19.380	21.221	23.063
1611	11.746	12.790	13.835	14.997	16.294	17.748	19.381	21.224	23.066
1612	11.747	12.791	13.835	14.998	16.296	17.749	19.383	21.226	23.069
1613	11.747	12.791	13.836	14.999	16.297	17.751	19.385	21.228	23.072
1614	11.747	12.792	13.837	14.999	16.298	17.752	19.386	21.230	23.074
1615	11.748	12.793	13.837	15.000	16.299	17.753	19.388	21.233	23.077
1616	11.748	12.793	13.838	15.001	16.300	17.755	19.390	21.235	23.080
1617	11.749	12.794	13.839	15.002	16.301	17.756	19.392	21.237	23.083
1618	11.749	12.794	13.839	15.003	16.302	17.757	19.393	21.239	23.085
1619	11.750	12.795	13.840	15.003	16.303	17.759	19.395	21.242	23.088
1620	11.750	12.795	13.841	15.004	16.304	17.760	19.397	21.244	23.091
1621	11.751	12.796	13.841	15.005	16.305	17.761	19.398	21.245	23.093
1622	11.751	12.797	13.842	15.006	16.306	17.762	19.400	21.248	23.096
1623	11.752	12.797	13.843	15.007	16.307	17.764	19.402	21.250	23.098
1624	11.752	12.798	13.843	15.008	16.308	17.765	19.403	21.252	23.101
1625	11.753	12.798	13.844	15.008	16.309	17.766	19.405	21.254	23.104
1626	11.753	12.799	13.845	15.009	16.310	17.768	19.407	21.257	23.107
1627	11.754	12.799	13.845	15.010	16.311	17.769	19.408	21.259	23.109
1628	11.754	12.800	13.846	15.011	16.312	17.770	19.410	21.261	23.112
1629	11.754	12.801	13.847	15.012	16.313	17.772	19.412	21.263	23.115
1630	11.755	12.801	13.847	15.013	16.314	17.773	19.414	21.266	23.118
1631	11.755	12.802	13.848	15.013	16.315	17.774	19.415	21.268	23.120
1632	11.756	12.802	13.849	15.014	16.316	17.776	19.417	21.270	23.123
1633	11.756	12.803	13.849	15.015	16.317	17.777	19.419	21.272	23.126
1634	11.757	12.803	13.850	15.016	16.318	17.778	19.421	21.275	23.129
1635	11.757	12.804	13.851	15.017	16.319	17.780	19.422	21.277	23.131
1636	11.758	12.804	13.851	15.018	16.320	17.781	19.424	21.279	23.134
1637	11.758	12.805	13.852	15.018	16.322	17.782	19.426	21.281	23.137
1638	11.758	12.806	13.853	15.019	16.323	17.784	19.427	21.284	23.140
1639	11.759	12.806	13.853	15.020	16.324	17.785	19.429	21.286	23.142
1640	11.760	12.807	13.854	15.021	16.325	17.786	19.430	21.287	23.144
1641	11.760	12.808	13.855	15.022	16.326	17.787	19.432	21.290	23.147
1642	11.761	12.808	13.856	15.023	16.327	17.789	19.434	21.292	23.150
1643	11.761	12.809	13.856	15.023	16.328	17.790	19.436	21.294	23.153
1644	11.761	12.809	13.857	15.024	16.329	17.791	19.437	21.296	23.155
1645	11.762	12.810	13.858	15.025	16.330	17.793	19.439	21.299	23.158
1646	11.762	12.810	13.858	15.026	16.331	17.794	19.441	21.301	23.161
1647	11.763	12.811	13.859	15.027	16.332	17.795	19.442	21.303	23.164
1648	11.763	12.811	13.860	15.028	16.333	17.797	19.444	21.305	23.167
1649	11.764	12.812	13.860	15.028	16.334	17.798	19.446	21.308	23.169
1650	11.764	12.813	13.861	15.029	16.335	17.799	19.448	21.310	23.172
1651	11.765	12.813	13.862	15.030	16.336	17.801	19.449	21.312	23.175
1652	11.765	12.814	13.862	15.031	16.337	17.802	19.451	21.314	23.178
1653	11.765	12.814	13.863	15.032	16.338	17.803	19.453	21.317	23.180
1654	11.766	12.815	13.864	15.032	16.339	17.805	19.455	21.319	23.183
1655	11.766	12.815	13.864	15.033	16.340	17.806	19.456	21.321	23.186
1656	11.767	12.816	13.865	15.034	16.341	17.807	19.458	21.323	23.189
1657	11.767	12.816	13.866	15.035	16.342	17.809	19.460	21.326	23.191
1658	11.768	12.817	13.866	15.036	16.343	17.810	19.461	21.328	23.194
1659	11.769	12.818	13.867	15.037	16.344	17.811	19.463	21.329	23.196
1660	11.769	12.818	13.868	15.038	16.345	17.812	19.464	21.332	23.199
1661	11.769	12.819	13.869	15.038	16.346	17.814	19.466	21.334	23.202
1662	11.770	12.820	13.869	15.039	16.347	17.815	19.468	21.336	23.204
1663	11.770	12.820	13.870	15.040	16.348	17.816	19.470	21.338	23.207
1664	11.771	12.821	13.871	15.041	16.349	17.818	19.471	21.341	23.210
1665	11.771	12.821	13.871	15.042	16.350	17.819	19.473	21.343	23.213
1666	11.772	12.822	13.872	15.042	16.352	17.820	19.475	21.345	23.215
1667	11.772	12.822	13.873	15.043	16.353	17.822	19.477	21.347	23.218
1668	11.772	12.823	13.873	15.044	16.354	17.823	19.478	21.350	23.221
1669	11.773	12.823	13.874	15.045	16.355	17.825	19.480	21.352	23.224
1670	11.773	12.824	13.875	15.046	16.356	17.826	19.482	21.354	23.227
1671	11.774	12.824	13.875	15.047	16.357	17.827	19.483	21.356	23.229
1672	11.774	12.825	13.876	15.047	16.358	17.829	19.485	21.359	23.232
1673	11.775	12.826	13.877	15.048	16.359	17.830	19.487	21.361	23.235
1674	11.775	12.826	13.877	15.049	16.360	17.831	19.489	21.363	23.238
1675	11.776	12.827	13.878	15.050	16.361	17.833	19.490	21.366	23.241
1676	11.776	12.827	13.878	15.051	16.362	17.834	19.492	21.368	23.243
1677	11.777	12.828	13.879	15.052	16.363	17.835	19.494	21.370	23.246
1678	11.777	12.828	13.880	15.052	16.364	17.836	19.496	21.372	23.249
1679	11.777	12.829	13.881	15.053	16.365	17.838	19.497	21.375	23.252
1680	11.778	12.830	13.881	15.054	16.366	17.839	19.499	21.376	23.253
1681	11.779	12.830	13.882	15.055	16.367	17.840	19.500	21.378	23.256
1682	11.779	12.831	13.883	15.056	16.368	17.842	19.502	21.381	23.259
1683	11.780	12.831	13.883	15.057	16.369	17.843	19.504	21.383	23.262
1684	11.780	12.832	13.884	15.057	16.370	17.844	19.506	21.385	23.265
1685	11.780	12.833	13.885	15.058	16.371	17.846	19.507	21.387	23.267
1686	11.781	12.833	13.885	15.059	16.372	17.847	19.509	21.390	23.270
1687	11.781	12.834	13.886	15.060	16.373	17.848	19.511	21.392	23.273
1688	11.782	12.834	13.887	15.061	16.374	17.850	19.512	21.394	23.276
1689	11.782	12.835	13.887	15.061	16.375	17.851	19.514	21.396	23.279
1690	11.783	12.835	13.888	15.062	16.376	17.852	19.516	21.399	23.281
1691	11.783	12.836	13.889	15.063	16.378	17.854	19.518	21.401	23.284
1692	11.784	12.837	13.889	15.064	16.379	17.855	19.519	21.403	23.287
1693	11.784	12.837	13.890	15.065	16.380	17.856	19.521	21.405	23.290
1694	11.784	12.838	13.891	15.066	16.381	17.858	19.523	21.408	23.292
1695	11.785	12.838	13.891	15.066	16.382	17.859	19.525	21.410	23.295
1696	11.785	12.839	13.892	15.067	16.383	17.860	19.526	21.412	23.298
1697	11.786	12.839	13.893	15.068	16.384	17.862	19.528	21.415	23.301
1698	11.786	12.840	13.893	15.069	16.385	17.863	19.530	21.417	23.304
1699	11.787	12.840	13.894	15.070	16.386	17.864	19.532	21.419	23.307
1700	11.787	12.841	13.895	15.071	16.387	17.866	19.533	21.421	23.309
1701	11.788	12.842	13.896	15.072	16.388	17.867	19.534	21.423	23.311
1702	11.788	12.842	13.896	15.072	16.389	17.868	19.536	21.425	23.314
1703	11.789	12.843	13.897	15.073	16.390	17.869	19.538	21.427	23.317
1704	11.789	12.844	13.898	15.074	16.391	17.871	19.540	21.430	23.320
1705	11.790	12.844	13.898	15.075	16.392	17.872	19.541	21.432	23.322
1706	11.790	12.845	13.899	15.076	16.393	17.873	19.543	21.434	23.325
1707	11.791	12.845	13.900	15.077	16.394	17.875	19.545	21.436	23.328
1708	11.791	12.846	13.900	15.077	16.395	17.876	19.547	21.439	23.331
1709	11.792	12.846	13.901	15.078	16.396	17.878	19.548	21.441	23.334
1710	11.792	12.847	13.902	15.079	16.397	17.879	19.550	21.443	23.336
1711	11.792	12.847	13.902	15.080	16.398	17.880	19.552	21.445	23.339
1712	11.793	12.848	13.903	15.081	16.399	17.882	19.554	21.448	23.342
1713	11.793	12.848	13.904	15.081	16.400	17.883	19.555	21.450	23.345
1714	11.794	12.849	13.904	15.082	16.402	17.884	19.557	21.452	23.347
1715	11.794	12.850	13.905	15.083	16.402	17.886	19.559	21.455	23.350
1716	11.795	12.850	13.906	15.084	16.404	17.887	19.560	21.457	23.353
1717	11.795	12.851	13.906	15.085	16.405	17.888	19.562	21.459	23.356
1718	11.795	12.851	13.907	15.086	16.406	17.890	19.564	21.461	23.359
1719	11.796	12.852	13.908	15.086	16.407	17.891	19.566	21.464	23.361
1720	11.796	12.852	13.908	15.087	16.408	17.892	19.567	21.466	23.364
1721	11.797	12.853	13.909	15.088	16.409	17.894	19.569	21.468	23.367
1722	11.798	12.854	13.910	15.089	16.410	17.895	19.571	21.470	23.369
1723	11.798	12.854	13.911	15.090	16.411	17.896	19.572	21.472	23.372
1724	11.799	12.855	13.911	15.091	16.412	17.897	19.574	21.474	23.374
1725	11.799	12.855	13.912	15.091	16.413	17.899	19.576	21.477	23.377
1726	11.799	12.856	13.913	15.092	16.414	17.900	19.578	21.479	23.380
1727	11.800	12.857	13.913	15.093	16.415	17.901	19.579	21.481	23.383
1728	11.800	12.857	13.914	15.094	16.416	17.903	19.581	21.483	23.386
1729	11.801	12.858	13.915	15.095	16.417	17.904	19.583	21.486	23.388
1730	11.801	12.858	13.915	15.096	16.418	17.905	19.584	21.488	23.391
1731	11.802	12.859	13.916	15.096	16.419	17.907	19.586	21.490	23.394
1732	11.802	12.859	13.917	15.097	16.420	17.908	19.588	21.492	23.397
1733	11.803	12.860	13.917	15.098	16.421	17.909	19.590	21.495	23.400
1734	11.803	12.860	13.918	15.099	16.422	17.911	19.591	21.497	23.402
1735	11.803	12.861	13.919	15.100	16.423	17.912	19.593	21.499	23.405
1736	11.804	12.862	13.919	15.101	16.424	17.913	19.595	21.501	23.408
1737	11.804	12.862	13.920	15.101	16.425	17.915	19.597	21.504	23.411
1738	11.805	12.863	13.921	15.102	16.426	17.916	19.598	21.506	23.414
1739	11.805	12.863	13.921	15.103	16.428	17.917	19.600	21.508	23.417
1740	11.806	12.864	13.922	15.104	16.429	17.919	19.602	21.511	23.419
1741	11.806	12.864	13.923	15.105	16.430	17.920	19.604	21.513	23.422
1742	11.807	12.865	13.923	15.106	16.431	17.922	19.605	21.515	23.425
1743	11.807	12.865	13.924	15.106	16.432	17.923	19.607	21.517	23.428
1744	11.807	12.866	13.925	15.107	16.433	17.924	19.609	21.520	23.431
1745	11.808	12.867	13.926	15.108	16.434	17.925	19.610	21.521	23.432
1746	11.809	12.867	13.926	15.109	16.435	17.927	19.612	21.523	23.435
1747	11.809	12.868	13.927	15.110	16.436	17.928	19.614	21.526	23.438
1748	11.810	12.869	13.928	15.111	16.437	17.929	19.615	21.528	23.441
1749	11.810	12.869	13.928	15.111	16.438	17.931	19.617	21.530	23.444
1750	11.810	12.870	13.929	15.112	16.439	17.932	19.619	21.533	23.447
1751	11.811	12.870	13.930	15.113	16.440	17.933	19.621	21.535	23.449
1752	11.811	12.871	13.930	15.114	16.441	17.935	19.622	21.537	23.452
1753	11.812	12.871	13.931	15.115	16.442	17.936	19.624	21.540	23.455
1754	11.812	12.872	13.932	15.116	16.443	17.937	19.626	21.542	23.458
1755	11.813	12.872	13.932	15.116	16.444	17.939	19.627	21.544	23.461
1756	11.813	12.873	13.933	15.117	16.445	17.940	19.629	21.546	23.463
1757	11.814	12.874	13.934	15.118	16.446	17.941	19.631	21.549	23.466
1758	11.814	12.874	13.934	15.119	16.447	17.943	19.633	21.551	23.469
1759	11.814	12.875	13.935	15.120	16.448	17.944	19.634	21.553	23.472
1760	11.815	12.875	13.936	15.121	16.450	17.945	19.636	21.556	23.475
1761	11.815	12.876	13.936	15.121	16.450	17.947	19.638	21.558	23.477
1762	11.816	12.876	13.937	15.122	16.452	17.948	19.640	21.560	23.480
1763	11.816	12.877	13.938	15.123	16.453	17.949	19.641	21.562	23.483
1764	11.817	12.878	13.938	15.124	16.454	17.951	19.643	21.565	23.486
1765	11.817	12.878	13.939	15.125	16.455	17.952	19.645	21.567	23.489
1766	11.818	12.879	13.940	15.126	16.456	17.954	19.647	21.569	23.492
1767	11.819	12.880	13.941	15.127	16.457	17.955	19.648	21.571	23.494
1768	11.819	12.880	13.941	15.127	16.458	17.956	19.650	21.573	23.496
1769	11.819	12.881	13.942	15.128	16.459	17.957	19.652	21.575	23.499
1770	11.820	12.881	13.943	15.129	16.460	17.959	19.653	21.578	23.502
1771	11.820	12.882	13.943	15.130	16.461	17.960	19.655	21.580	23.505
1772	11.821	12.882	13.944	15.131	16.462	17.961	19.657	21.582	23.508
1773	11.821	12.883	13.945	15.131	16.463	17.963	19.659	21.585	23.510
1774	11.822	12.883	13.945	15.132	16.464	17.964	19.660	21.587	23.513
1775	11.822	12.884	13.946	15.133	16.465	17.965	19.662	21.589	23.516
1776	11.822	12.885	13.947	15.134	16.466	17.967	19.664	21.591	23.519
1777	11.823	12.885	13.947	15.135	16.467	17.968	19.666	21.594	23.522
1778	11.823	12.886	13.948	15.136	16.468	17.969	19.667	21.596	23.525
1779	11.824	12.886	13.949	15.136	16.469	17.971	19.669	21.598	23.527
1780	11.824	12.887	13.949	15.137	16.470	17.972	19.671	21.600	23.530
1781	11.825	12.887	13.950	15.138	16.472	17.974	19.673	21.603	23.533
1782	11.825	12.888	13.951	15.139	16.472	17.975	19.674	21.605	23.536
1783	11.826	12.888	13.951	15.140	16.474	17.976	19.676	21.607	23.539
1784	11.826	12.889	13.952	15.141	16.475	17.978	19.678	21.610	23.542
1785	11.827	12.890	13.953	15.141	16.476	17.979	19.680	21.612	23.544
1786	11.827	12.890	13.953	15.142	16.477	17.980	19.681	21.614	23.547
1787	11.827	12.891	13.954	15.143	16.478	17.982	19.683	21.617	23.550
1788	11.828	12.891	13.955	15.144	16.479	17.983	19.685	21.619	23.553
1789	11.828	12.892	13.955	15.145	16.480	17.984	19.687	21.621	23.556
1790	11.829	12.893	13.956	15.146	16.481	17.985	19.688	21.623	23.558
1791	11.830	12.893	13.957	15.147	16.482	17.987	19.690	21.625	23.560
1792	11.830	12.894	13.958	15.147	16.483	17.988	19.691	21.627	23.563
1793	11.831	12.894	13.958	15.148	16.484	17.990	19.693	21.630	23.566
1794	11.831	12.895	13.959	15.149	16.485	17.991	19.695	21.632	23.569
1795	11.831	12.896	13.960	15.150	16.486	17.992	19.697	21.634	23.572
1796	11.832	12.896	13.960	15.151	16.487	17.994	19.698	21.637	23.575
1797	11.832	12.897	13.961	15.152	16.488	17.995	19.700	21.639	23.578
