difference	ionIdx	index diff	log2(FC)	p-value	adj p-value (BH)	pFDR (Storey)	q-value (Storey)	m/z	hmdb_id	kegg_id	other_id	name	mz difference	formula	ion	annotation score
META vegan:META ctrl	449	449	0,142280601	0,029754638	0,086199484	0,035303665	0,035303665	291,0184024	"HMDB0124954; HMDB0124955; HMDB0127788; HMDB0127789; HMDB0127843; HMDB0127844; HMDB0128005; HMDB0133893"			[2-hydroxy-5-(2-hydroxy-3-methoxy-3-oxopropyl)phenyl]oxidanesulfonic acid	-0,000391446	C10H12O8S	-H(-)	100
META vegan:META ctrl	450	450	0,852408459	0,004471099	0,019993836	0,00818863	0,00818863	291,0657311	"HMDB0039404; HMDB0039405; HMDB39404; HMDB39405"			3-Hydroxy-9-(4-hydroxyphenyl)-1H,3H-naphtho[1,8-cd]pyran-1-one	0,000550811	C18H12O4	-H(-)	100
META vegan:META ctrl	451	451	-0,003693719	0,982972362	0,990927052	0,405841831	0,405841831	291,1236888	"HMDB0030767; HMDB0037774; HMDB0037775; HMDB0094645; HMDB30767; HMDB37774; HMDB37775; HMDB94645"		"CHEBI:110179; CHEBI:132606"	11,12-Dimethoxydihydrokawain	0,000107703	C16H20O5	-H(-)	100
META vegan:META ctrl	452	452	0,04209622	0,495842722	0,649567103	0,266289417	0,266035226	293,0481373	HMDB0135202			(2-hydroxy-1,2-diphenylethoxy)sulfonic acid	0,00077991	C14H14O5S	-H(-)	100
META vegan:META ctrl	453	453	-0,9958465	3,13952E-10	1,44087E-08	5,90121E-09	5,90121E-09	295,2626038	"HMDB0013622; HMDB0035575; HMDB13622; HMDB35575"	C00174	CHEBI:37527	Nonadeca-10(Z)-enoic acid	0,001648885	C19H36O2	-H(-)	35
META vegan:META ctrl	454	454	-0,09328659	0,109318917	0,230256269	0,094303234	0,094303234	296,0376081	"HMDB0000709; HMDB00709"		CHEBI:89930	L-Cysteinylglycine disulfide	0,000426812	C8H15N3O5S2	-H(-)	100
META vegan:META ctrl	455	455	0,153943351	0,079714526	0,179615159	0,073562776	0,073562776	296,0868637	"HMDB0032367; HMDB32367"		CHEBI:570932	L-Menthone 1,2-glycerol ketal	-0,000557946	C16H15N3OS	-H(-)	100
META vegan:META ctrl	456	456	-0,323288387	7,05108E-06	9,60709E-05	3,93466E-05	3,93466E-05	298,2766005	"HMDB0000252; HMDB0001480; HMDB0002100; HMDB00252; HMDB01480; HMDB02100"	"C00319; C02934; C16512"	"CHEBI:147261; CHEBI:16393; CHEBI:17862"	Sphingosine	-0,001448847	C18H37NO2	-H(-)	49
META vegan:META ctrl	457	457	-0,137152338	0,033940128	0,094858306	0,038849952	0,038849952	299,0417043	"HMDB0035179; HMDB35179"			Mumefural	-0,000849359	C12H12O9	-H(-)	100
META vegan:META ctrl	458	458	0,041532195	0,465408613	0,620544817	0,254148925	0,254148925	299,064478	"HMDB0029920; HMDB29920"	C05513	CHEBI:50547	beta-D-3-Ribofuranosyluric acid	-0,001156307	C10H12N4O7	-H(-)	78
META vegan:META ctrl	459	459	0,008553504	0,913247071	0,961777109	0,393903247	0,393903247	299,2226533	"HMDB0011531; HMDB0011562; HMDB11531; HMDB11562"			MG(0:0/14:1(9Z)/0:0)	0,000128625	C17H32O4	-H(-)	100
META vegan:META ctrl	460	460	0,233872575	0,01046124	0,038168207	0,015632084	0,015632084	300,0376395	"HMDB0000781; HMDB0000814; HMDB0000841; HMDB00781; HMDB00814; HMDB00841"	"C04132; C16265"	CHEBI:28132	Acetylglucosamine sulfate	0,001835083	C8H15NO9S	-H(-)	26
META vegan:META ctrl	461	461	-0,008994095	0,852204386	0,915175153	0,374817056	0,374817056	300,99912	"HMDB0002899; HMDB02899"	C10788	CHEBI:4775	Ellagic acid	-0,000129683	C14H6O8	-H(-)	100
META vegan:META ctrl	462	462	-0,276024869	0,005600542	0,023822794	0,009756809	0,009756809	301,1431091	"HMDB0000530; HMDB0005056; HMDB0012270; HMDB0014325; HMDB0036472; HMDB00530; HMDB0126616; HMDB05056; HMDB12270; HMDB14325; HMDB36472"	"C10719; C18166"	"CHEBI:244744; CHEBI:544560"	6-Ketoestriol	0,001422819	C18H22O4	-H(-)	51
META vegan:META ctrl	463	463	-0,338839949	3,69672E-05	0,000366312	0,000150026	0,000150026	301,1662708	"HMDB0031094; HMDB31094"	C13870	CHEBI:296488	Glycerol tributanoate	-0,000609727	C15H26O6	-H(-)	100
META vegan:META ctrl	464	464	0,137288021	0,253200298	0,407319017	0,166838599	0,166820651	302,114763	"HMDB0013240; HMDB13240"		CHEBI:70811	Indoleacetyl glutamine	-0,000134083	C15H17N3O4	-H(-)	100
META vegan:META ctrl	465	465	-0,065112014	0,45603987	0,614631787	0,251727198	0,251727198	303,0180352	"HMDB0059985; HMDB0059987; HMDB0060020; HMDB0128711; HMDB0128713; HMDB59985; HMDB59987; HMDB60020"		"CHEBI:88693; CHEBI:88701; CHEBI:89552"	5-(3'',4'',5''-Trihydroxyphenyl)-gamma-valerolactone-3''-O-sulphate	-2,42278E-05	C11H12O8S	-H(-)	100
META vegan:META ctrl	466	466	0,44064768	0,030547862	0,088204422	0,036124803	0,036124803	305,0306721	"HMDB0059651; HMDB59651"	C04524	CHEBI:16068	2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate	-0,000381772	C14H10O8	-H(-)	100
META vegan:META ctrl	467	467	0,212062413	0,100376094	0,215056399	0,08807801	0,08807801	305,0484818	"HMDB0135218; HMDB0135220; HMDB0135222; HMDB0135224; HMDB0135226; HMDB0135546; HMDB0135548; HMDB0135550"			(3-oxo-1,3-diphenylpropoxy)sulfonic acid	0,000435368	C15H14O5S	-H(-)	100
META vegan:META ctrl	468	468	0,190834935	0,03989434	0,107702366	0,044110336	0,044110336	305,1744864	"HMDB0012799; HMDB0034780; HMDB12799; HMDB34780"	C20203		5''-Carboxy-gamma-chromanol	0,001345452	C18H26O4	-H(-)	57
META vegan:META ctrl	469	469	0,004394038	0,950281411	0,972465711	0,398799204	0,398280847	306,0756906	"HMDB0000125; HMDB00125; HMDB01463; HMDB06960"	C00051	CHEBI:16856	Glutathione	0,000838249	C10H17N3O6S	-H(-)	100
META vegan:META ctrl	470	470	-0,141924183	0,153384747	0,291979435	0,120129298	0,119582434	307,1537429	"HMDB0030496; HMDB0035724; HMDB0036489; HMDB30496; HMDB35724; HMDB36489"			ACRL Toxin II	0,001353643	C17H24O5	-H(-)	57
META vegan:META ctrl	471	471	0,455997736	0,000540367	0,0035697	0,001461998	0,001461998	307,1906008	"HMDB0029852; HMDB0031471; HMDB0032664; HMDB0033243; HMDB0034781; HMDB0040867; HMDB29852; HMDB31471; HMDB32664; HMDB33243; HMDB34781; HMDB40867"	C10373	CHEBI:65842	Methylgingerol	0,000881139	C18H28O4	-H(-)	100
META vegan:META ctrl	472	472	0,167679006	0,212160563	0,365620575	0,149742732	0,149742732	307,2269841	"HMDB0030960; HMDB0031091; HMDB0031379; HMDB0061646; HMDB0094643; HMDB0112070; HMDB0112090; HMDB0112096; HMDB0112100; HMDB30960; HMDB31091; HMDB31379; HMDB61646; HMDB94643"			Obtusilactone A	0,000883194	C19H32O3	-H(-)	100
META vegan:META ctrl	473	473	-0,025442462	0,640876935	0,760332908	0,311400218	0,311400218	308,0970676	"HMDB0000230; HMDB0000773; HMDB00230; HMDB00773; HMDB00800"	"C19909; C19910"	"CHEBI:45744; CHEBI:61599"	N-Acetylneuraminic acid	0,001636314	C11H19NO9	-H(-)	36
META vegan:META ctrl	474	474	0,168062626	0,005817681	0,024454515	0,010037168	0,010015536	308,9779278	"HMDB0011688; HMDB11688"	C01151	CHEBI:17994	Ribose 1,5-bisphosphate	0,000279322	C5H12O11P2	-H(-)	100
META vegan:META ctrl	475	475	0,016963658	0,48240106	0,638321282	0,261429413	0,261429413	309,0412599	"HMDB0033657; HMDB0035230; HMDB33657; HMDB35230"	C03683	CHEBI:18236	De-O-methylsterigmatocystin	-0,000798811	C17H10O6	-H(-)	100
META vegan:META ctrl	476	476	-0,280889773	0,147378096	0,283069824	0,115933434	0,115933434	309,1175285	"HMDB0015102; HMDB15102; HMDB61038"		CHEBI:291342	Desloratadine	-0,001129264	C19H19ClN2	-H(-)	20
META vegan:META ctrl	477	477	0,08128346	0,683539176	0,786340583	0,322051862	0,322051862	309,2790445	"HMDB0002231; HMDB0034296; HMDB0034451; HMDB0035159; HMDB0035572; HMDB0035573; HMDB0035574; HMDB0037127; HMDB0062436; HMDB02231; HMDB34296; HMDB34451; HMDB35159; HMDB35572; HMDB35573; HMDB35574; HMDB37127; HMDB62436"	"C03425; C16526"	"CHEBI:134474; CHEBI:134475; CHEBI:134479; CHEBI:32419; CHEBI:32425"	C20:1	0,000858152	C20H38O2	-H(-)	100
META vegan:META ctrl	478	478	0,001105354	0,99156494	0,996134364	0,407974526	0,407974526	311,0405055	"HMDB0013680; HMDB0029276; HMDB13680; HMDB29276; HMDB39236"		CHEBI:664875	Caftaric acid	0,000349429	C13H12O9	-H(-)	100
META vegan:META ctrl	479	479	-0,228888304	0,170446311	0,310290571	0,127081901	0,127081901	311,1397929	"HMDB0013302; HMDB13302"		CHEBI:356630	Phenylalanylphenylalanine	0,00032241	C18H20N2O3	-H(-)	100
META vegan:META ctrl	480	480	-0,074222225	0,350416079	0,512689297	0,209975863	0,209975863	311,1677947	"HMDB0032549; HMDB32549"			N-Undecylbenzenesulfonic acid	0,000843339	C17H28O3S	-H(-)	58
META vegan:META ctrl	481	481	0,358922474	0,057158036	0,141596044	0,057991754	0,057991754	311,2211419	"HMDB0003871; HMDB0004706; HMDB0006940; HMDB0010201; HMDB0010208; HMDB0010221; HMDB0040900; HMDB0062281; HMDB0062434; HMDB03871; HMDB04706; HMDB06940; HMDB10201; HMDB10208; HMDB10221; HMDB40900; HMDB62281; HMDB62434"	"C04717; C07338; C14827; C14831"	"CHEBI:15655; CHEBI:15657; CHEBI:34485; CHEBI:34498"	13-L-Hydroperoxylinoleic acid	0,001640029	C18H32O4	-H(-)	36
META vegan:META ctrl	482	482	-0,153554514	0,176158083	0,318032812	0,130252796	0,130252796	314,1028482	"HMDB0029324; HMDB0136318; HMDB0136320; HMDB0137014; HMDB29324"			Citpressine II	0,000547288	C17H17NO5	-H(-)	100
META vegan:META ctrl	483	483	0,736251243	1,51052E-05	0,000180434	7,38983E-05	7,38983E-05	315,2523265	"HMDB0011532; HMDB0011563; HMDB0031008; HMDB0059633; HMDB0072849; HMDB0072862; HMDB0072865; HMDB0072878; HMDB11532; HMDB11563; HMDB31008; HMDB59633; HMDB72849; HMDB72862; HMDB72865; HMDB72878"	C15988	"CHEBI:49254; CHEBI:710856"	MG(0:0/15:0/0:0)	0,001755426	C18H36O4	-H(-)	30
META vegan:META ctrl	484	484	-0,097234043	0,278669134	0,434703909	0,178036345	0,178036345	316,1166184	"HMDB0037839; HMDB37839"			N-(1-Deoxy-1-fructosyl)histidine	-0,001595724	C12H19N3O7	-H(-)	38
META vegan:META ctrl	485	485	-0,265210854	0,029712459	0,086199484	0,035371131	0,035303665	316,1909378	"HMDB0014869; HMDB0015592; HMDB14869; HMDB15592"	"C11168; C12508"	"CHEBI:146727; CHEBI:64028"	Nateglinide	0,000878501	C19H27NO3	-H(-)	100
META vegan:META ctrl	486	486	0,119839458	0,401441193	0,561888797	0,230125899	0,230125899	316,211292	"HMDB0061635; HMDB61635"			3-hydroxynonanoyl carnitine	0,001653525	C16H31NO5	-H(-)	35
META vegan:META ctrl	487	487	-0,214971454	0,000738597	0,004633499	0,001897685	0,001897685	319,0260863	"HMDB0029465; HMDB29465"			Erosnin	-0,001275197	C18H8O6	-H(-)	64
META vegan:META ctrl	488	488	0,045987975	0,393183402	0,552102942	0,226118026	0,226118026	319,0958098	"HMDB0041463; HMDB0126080; HMDB41463"			2,3-Dihydro-2,3-dihydroxy-4-(4-methoxyphenyl)-1H-phenalen-1-one	0,00177207	C20H16O4	-H(-)	29
META vegan:META ctrl	489	489	0,158339493	0,023771013	0,073016326	0,030104414	0,0299044	319,1541927	"HMDB0032698; HMDB0041824; HMDB0041838; HMDB0134978; HMDB32698; HMDB41824; HMDB41838"	"C14750; C14751"		Bis(2-methylpropanoyloxy)-9,10-epoxy-p-mentha-1,3,5-triene	0,000903801	C18H24O5	-H(-)	100
META vegan:META ctrl	490	490	-0,023065197	0,872131535	0,93084296	0,381233927	0,381233927	319,2258581	"HMDB0002190; HMDB0002232; HMDB0002283; HMDB0003876; HMDB0004264; HMDB0004673; HMDB0004679; HMDB0004680; HMDB0004682; HMDB0005998; HMDB0006111; HMDB0006245; HMDB0010222; HMDB0010409; HMDB0011134; HMDB0011136; HMDB0012508; HMDB0012567; HMDB0012598; HMDB0036262; HMDB0036705; HMDB0036810; HMDB0038520; HMDB0038688; HMDB0038689; HMDB0038694; HMDB0060101; HMDB0062287; HMDB0062294; HMDB0062302; HMDB0062431; HMDB0062433; HMDB0112068; HMDB0112071; HMDB02110; HMDB02190; HMDB02218; HMDB02232; HMDB02283; HMDB03876; HMDB03978; HMDB04264; HMDB04672; HMDB04673; HMDB04679; HMDB04680; HMDB04682; HMDB04698; HMDB05080; HMDB05998; HMDB06111; HMDB06245; HMDB10222; HMDB10409; HMDB11134; HMDB11136; HMDB11138; HMDB11642; HMDB12508; HMDB12567; HMDB12598; HMDB36262; HMDB36705; HMDB36810; HMDB38520; HMDB38688; HMDB38689; HMDB38694; HMDB60101; HMDB62287; HMDB62294; HMDB62302; HMDB62431; HMDB62433"	"C04742; C04805; C14748; C14749; C14768; C14769; C14770; C14771; C14776; C14778; C14780"	"CHEBI:134453; CHEBI:137345; CHEBI:15558; CHEBI:28209; CHEBI:34126; CHEBI:34157; CHEBI:34162; CHEBI:34185; CHEBI:34306; CHEBI:34450; CHEBI:34486; CHEBI:34490; CHEBI:63579; CHEBI:63989; CHEBI:63995; CHEBI:654549; CHEBI:72643; CHEBI:72785; CHEBI:91132"	5,6-Epoxy-8,11,14-eicosatrienoic acid	0,002009234	C20H32O3	-H(-)	20
META vegan:META ctrl	491	491	0,110525327	0,159193397	0,297251911	0,121741817	0,121741817	321,0427431	"HMDB0135416; HMDB0135451; HMDB0135454; HMDB0135455; HMDB0135458; HMDB0135459; HMDB0135462; HMDB0141213"			[2-hydroxy-5-(3-phenylpropanoyl)phenyl]oxidanesulfonic acid	0,001088705	C15H14O6S	-H(-)	87
META vegan:META ctrl	492	492	0,060123806	0,398046731	0,558033359	0,228546874	0,228546874	321,0593739	"HMDB0038515; HMDB38515"			L-gamma-Glutamyl-S-allylthio-L-cysteine	-0,000938028	C11H18N2O5S2	-H(-)	100
META vegan:META ctrl	493	493	-0,031794152	0,64501675	0,761102308	0,311715332	0,311715332	321,0990185	"HMDB0030266; HMDB30266"		CHEBI:441632	Berberrubine	0,001637432	C19H16NO4	-H(-)	36
META vegan:META ctrl	494	494	-0,005954352	0,910773276	0,960331677	0,393311259	0,393311259	323,0548581	"HMDB0029535; HMDB0030588; HMDB0128875; HMDB0129364; HMDB29535; HMDB30588"	C00961	CHEBI:18227	Grevilline A	0,001253034	C18H12O6	-H(-)	67
META vegan:META ctrl	495	495	0,092189363	0,380365554	0,538439551	0,220522079	0,220522079	323,1870268	"HMDB0033631; HMDB0038580; HMDB33631; HMDB38580"			Lactapiperanol D	-0,000630288	C18H28O5	-H(-)	100
META vegan:META ctrl	496	496	-0,019660056	0,581083877	0,722831869	0,296041378	0,296041378	325,0344817	"HMDB0128433; HMDB0128434; HMDB0128436; HMDB0140672; HMDB0140673; HMDB0140674"			13,14-dihydroxy-9-oxo-8,17-dioxatetracyclo[8.7.0.0²,?.0¹¹,¹?]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaen-5-yl acetate	0,000894028	C17H10O7	-H(-)	100
META vegan:META ctrl	497	497	0,029094304	0,794986203	0,866534962	0,35489609	0,35489609	325,1833085	"HMDB0031031; HMDB0059915; HMDB31031; HMDB59915"			2-Dodecylbenzenesulfonic acid	0,000979545	C18H30O3S	-H(-)	100
META vegan:META ctrl	498	498	0,144154374	0,040084113	0,107880698	0,044183374	0,044183374	326,0880807	"HMDB0010316; HMDB0029344; HMDB10316; HMDB29344"		CHEBI:32636	Acetaminophen glucuronide	5,86253E-05	C14H17NO8	-H(-)	100
META vegan:META ctrl	499	499	-0,144346196	0,040377468	0,108335852	0,044369785	0,044369785	327,1832369	"HMDB0061062; HMDB61062"			7-hydroxygranisetron	-0,000588212	C18H24N4O2	-H(-)	100
META vegan:META ctrl	499	499	-0,144346196	0,040377468	0,108335852	0,044369785	0,044369785	327,1832369	"HMDB0034579; HMDB34579"			8-O-Methyloblongine	0,000754388	C20H26NO3	-H(-)	100
META vegan:META ctrl	500	500	-0,815556353	1,14889E-07	3,23173E-06	1,32358E-06	1,32358E-06	327,2323316	"HMDB0002183; HMDB0030053; HMDB0030446; HMDB0035185; HMDB0038908; HMDB02183; HMDB30053; HMDB30446; HMDB35185; HMDB38908"	C06429	"CHEBI:28125; CHEBI:32095; CHEBI:544843"	C22:6	0,000621064	C22H32O2	-H(-)	100
META vegan:META ctrl	501	501	0,256279903	0,002372056	0,012312098	0,005042515	0,005042515	328,1554258	"HMDB0003601; HMDB0038724; HMDB03601; HMDB38724"	C02105	CHEBI:16718	(S)-Reticuline	5,08212E-06	C19H23NO4	-H(-)	100
META vegan:META ctrl	502	502	0,12890819	0,232605677	0,388567338	0,159140756	0,159140756	330,115222	"HMDB0033665; HMDB33665"			N''-Hydroxyneosaxitoxin	0,001532124	C10H17N7O6	-H(-)	42
META vegan:META ctrl	503	503	-0,000610997	0,995828732	0,99790444	0,408786937	0,408699475	331,1759357	"HMDB0029784; HMDB0033019; HMDB0033110; HMDB0033215; HMDB0033220; HMDB0033221; HMDB0033644; HMDB0034772; HMDB0035025; HMDB0035634; HMDB0038747; HMDB0038980; HMDB0038981; HMDB0039055; HMDB0060012; HMDB29784; HMDB33019; HMDB33110; HMDB33215; HMDB33220; HMDB33221; HMDB33644; HMDB34772; HMDB35025; HMDB35634; HMDB38747; HMDB38980; HMDB38981; HMDB39055; HMDB60012"		CHEBI:89610	Unshuoside A	0,000290042	C16H28O7	-H(-)	100
META vegan:META ctrl	504	504	1,495444692	0,020389977	0,065015897	0,026673849	0,026627763	333,0065086	"HMDB0133344; HMDB0134560; HMDB0137537"			[3-(7-hydroxy-4-oxo-4H-chromen-2-yl)phenyl]oxidanesulfonic acid	0,000937818	C15H10O7S	-H(-)	100
META vegan:META ctrl	505	505	0,696644402	0,034786697	0,096913737	0,03969177	0,03969177	333,02888	"HMDB0060029; HMDB0128699; HMDB0128707; HMDB0128717; HMDB60029"		CHEBI:89551	5-(3'',4'',5''-Trihydroxyphenyl)-gamma-valerolactone-O-methyl-O-sulphate	-0,000304441	C12H14O9S	-H(-)	100
META vegan:META ctrl	506	506	-0,044048311	0,579195094	0,721511602	0,295500652	0,295500652	333,110474	"HMDB0034937; HMDB34937"			Cappariloside A	-0,001264924	C16H18N2O6	-H(-)	65
META vegan:META ctrl	507	507	0,013536772	0,880820803	0,935536834	0,38315634	0,38315634	334,1243542	"HMDB0000489; HMDB00489; HMDB01515"	C04540	CHEBI:17261	Aspartylglycosamine	0,001233123	C12H21N3O8	-H(-)	69
META vegan:META ctrl	508	508	-0,13872926	0,464037618	0,619664323	0,253788312	0,253788312	334,3092749	"HMDB0031678; HMDB31678"			Pipericine	0,002262231	C22H41NO	-H(-)	13
META vegan:META ctrl	509	509	0,130391606	0,194685344	0,343655102	0,140746603	0,140746603	335,0772864	"HMDB0029287; HMDB0029288; HMDB0030654; HMDB0033563; HMDB0033997; HMDB0033999; HMDB0125035; HMDB0125036; HMDB0125038; HMDB0125039; HMDB0125050; HMDB0125051; HMDB0125053; HMDB0125054; HMDB0125065; HMDB0125066; HMDB0125068; HMDB0125069; HMDB0125078; HMDB0125080; HMDB0125083; HMDB0126514; HMDB29287; HMDB29288; HMDB30654; HMDB33563; HMDB33997; HMDB33999"	C10434		3-Caffeoyl-1,5-quinolactone	-4,61461E-05	C16H16O8	-H(-)	100
META vegan:META ctrl	510	510	0,461100334	0,008222714	0,031438431	0,012879883	0,012875853	335,2204161	"HMDB0001085; HMDB0001193; HMDB0002236; HMDB0002656; HMDB0002982; HMDB0004243; HMDB0004244; HMDB0004688; HMDB0004690; HMDB0004692; HMDB0004693; HMDB0004696; HMDB0004699; HMDB0005050; HMDB0005087; HMDB0005088; HMDB0005089; HMDB0010204; HMDB0010211; HMDB0010216; HMDB0010219; HMDB0011135; HMDB0012498; HMDB0012839; HMDB0034686; HMDB0039171; HMDB0039441; HMDB0060103; HMDB0060104; HMDB0060105; HMDB0062409; HMDB0062479; HMDB0062614; HMDB0062615; HMDB0062619; HMDB0062687; HMDB0062688; HMDB0062749; HMDB01085; HMDB01193; HMDB02236; HMDB02656; HMDB02982; HMDB04243; HMDB04244; HMDB04683; HMDB04688; HMDB04690; HMDB04692; HMDB04693; HMDB04696; HMDB04699; HMDB05050; HMDB05072; HMDB05087; HMDB05088; HMDB05089; HMDB06501; HMDB10204; HMDB10211; HMDB10216; HMDB10218; HMDB10219; HMDB11135; HMDB12498; HMDB12839; HMDB12840; HMDB34686; HMDB39171; HMDB39441; HMDB60103; HMDB60104; HMDB60105; HMDB62409; HMDB62479; HMDB62614; HMDB62615; HMDB62619; HMDB62687; HMDB62688; HMDB62749"	"C00959; C02165; C04685; C04686; C04849; C04853; C05356; C05965; C05966; C14781; C14808; C14810; C14812; C14813; C14820; C14823"	"CHEBI:1221367; CHEBI:1263764; CHEBI:15545; CHEBI:15546; CHEBI:15626; CHEBI:15628; CHEBI:15631; CHEBI:15632; CHEBI:15647; CHEBI:27624; CHEBI:34127; CHEBI:34145; CHEBI:34487; CHEBI:34784; CHEBI:63981; CHEBI:63982; CHEBI:90982; CHEBI:90990; CHEBI:91136; CHEBI:91138; CHEBI:91271; CHEBI:91286"	Leukotriene B4	0,002365823	C20H32O4	-H(-)	11
META vegan:META ctrl	511	511	0,88473281	0,045572554	0,118979843	0,048729114	0,048729114	337,0372638	"HMDB0134587; HMDB0135131; HMDB0135370; HMDB0135374; HMDB0135378; HMDB0135421; HMDB0135425; HMDB0135430; HMDB0135433; HMDB0135434; HMDB0135439; HMDB0135440; HMDB0135445"			{5-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]-2-methoxyphenyl}oxidanesulfonic acid	0,001482595	C15H14O7S	-H(-)	46
META vegan:META ctrl	512	512	0,022661728	0,849283255	0,914290122	0,374454584	0,374454584	337,310462	"HMDB0002068; HMDB0002884; HMDB0031013; HMDB0032470; HMDB0035566; HMDB0035567; HMDB0035568; HMDB0035569; HMDB0062659; HMDB02068; HMDB02884; HMDB31013; HMDB32470; HMDB35566; HMDB35567; HMDB35568; HMDB35569; HMDB62659"	C08316	"CHEBI:28792; CHEBI:32428; CHEBI:82946"	Erucic acid	0,000740653	C22H42O2	-H(-)	100
META vegan:META ctrl	513	513	0,213674871	0,22832064	0,384354436	0,157415329	0,157415329	338,0376237	"HMDB0006273; HMDB0012268; HMDB06273; HMDB12268"	C04751	CHEBI:28413	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	0,001864688	C9H14N3O9P	-H(-)	25
META vegan:META ctrl	514	514	-0,010497598	0,951276665	0,972465711	0,398280847	0,398280847	339,2073096	"HMDB0030359; HMDB30359"			14,19-Dihydroaspidospermatine	0,000491099	C21H28N2O2	-H(-)	95
META vegan:META ctrl	515	515	-0,299415655	0,221139339	0,375410719	0,153950198	0,153752361	339,2333153	"HMDB0033786; HMDB0039762; HMDB33786; HMDB39762"			Plastoquinone 3	-0,000362632	C23H32O2	-H(-)	33
META vegan:META ctrl	516	516	-0,050658706	0,704754715	0,804379727	0,329439933	0,329439933	340,1245347	"HMDB0006591; HMDB0011668; HMDB06591; HMDB11668"	"C00203; C15658"	"CHEBI:25001; CHEBI:44230"	Lactosamine	0,000383769	C12H23NO10	-H(-)	100
META vegan:META ctrl	517	517	0,055630983	0,307257224	0,469226444	0,192175316	0,192175316	341,0517196	HMDB0129381			6-(2H-1,3-benzodioxole-5-carbonyloxy)-3,4,5-trihydroxyoxane-2-carboxylic acid	-0,000300067	C14H14O10	-H(-)	100
META vegan:META ctrl	518	518	0,055325745	0,484978243	0,639789754	0,262030838	0,262030838	341,1082004	"HMDB0000048; HMDB0000055; HMDB0000163; HMDB0000186; HMDB0000258; HMDB0000740; HMDB0000975; HMDB0002923; HMDB00048; HMDB00055; HMDB0005826; HMDB0006603; HMDB0006792; HMDB0011740; HMDB0011742; HMDB00163; HMDB00186; HMDB00258; HMDB0029880; HMDB0029882; HMDB0029898; HMDB0029902; HMDB0029919; HMDB0029933; HMDB0033368; HMDB0037138; HMDB0038489; HMDB0039237; HMDB0039727; HMDB0039876; HMDB0041627; HMDB0060068; HMDB00740; HMDB00975; HMDB0125600; HMDB0133305; HMDB02923; HMDB05761; HMDB05826; HMDB06603; HMDB06792; HMDB11740; HMDB11742; HMDB14719; HMDB29880; HMDB29882; HMDB29898; HMDB29902; HMDB29919; HMDB29933; HMDB33368; HMDB37138; HMDB38489; HMDB39237; HMDB39727; HMDB39876; HMDB41627; HMDB60068"	"C00089; C00208; C00243; C00252; C00897; C01083; C01235; C01518; C01970; C03323; C04147; C05400; C05402; C06422; C07064; C19632; C19636"	"CHEBI:16551; CHEBI:16751; CHEBI:17505; CHEBI:17992; CHEBI:18167; CHEBI:27554; CHEBI:28053; CHEBI:28085; CHEBI:28189; CHEBI:32528; CHEBI:33020; CHEBI:36217; CHEBI:36218; CHEBI:36219; CHEBI:47937; CHEBI:4808; CHEBI:6359; CHEBI:7570"	Disaccharide	0,000733679	C12H22O11	-H(-)	100
META vegan:META ctrl	519	519	-0,032640037	0,868828602	0,929134315	0,38072212	0,380534139	342,2087955	"HMDB0030340; HMDB0033959; HMDB30340; HMDB33959"		CHEBI:534866	Piperolein B	-0,001329241	C21H29NO3	-H(-)	59
META vegan:META ctrl	520	520	0,084163006	0,256222445	0,410709508	0,168209253	0,168209253	343,1674976	"HMDB0015118; HMDB0015399; HMDB15118; HMDB15399"	C07805	"CHEBI:408174; CHEBI:63082"	Formoterol	-0,00116769	C19H24N2O4	-H(-)	76
META vegan:META ctrl	521	521	-0,237912464	0,07924245	0,179014031	0,07331658	0,07331658	343,2389603	"HMDB0003166; HMDB0003318; HMDB0006001; HMDB03166; HMDB03318; HMDB06001"			16b-Hydroxystanozolol	0,000140409	C21H32N2O2	-H(-)	100
META vegan:META ctrl	522	522	0,125255584	0,215582273	0,369327587	0,151260967	0,151260967	345,2081609	"HMDB0029561; HMDB0030280; HMDB29561; HMDB30280"	C10573	"CHEBI:3333; CHEBI:38955"	(+)-Calycanthine	0,000308628	C22H26N4	-H(-)	100
