Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1647	11.519	12.680	13.840	15.127	16.557	18.148	19.922	21.902	23.882
1648	11.519	12.680	13.841	15.128	16.559	18.150	19.925	21.906	23.887
1649	11.520	12.681	13.842	15.130	16.560	18.152	19.927	21.909	23.890
1650	11.521	12.682	13.843	15.131	16.562	18.155	19.929	21.912	23.894
1651	11.521	12.682	13.844	15.132	16.564	18.157	19.932	21.915	23.898
1652	11.522	12.683	13.845	15.134	16.566	18.159	19.935	21.918	23.901
1653	11.522	12.684	13.846	15.135	16.567	18.161	19.937	21.921	23.905
1654	11.523	12.685	13.847	15.137	16.569	18.163	19.940	21.925	23.909
1655	11.523	12.686	13.848	15.138	16.571	18.165	19.942	21.927	23.912
1656	11.524	12.687	13.849	15.139	16.572	18.167	19.945	21.930	23.916
1657	11.524	12.687	13.850	15.140	16.574	18.169	19.948	21.934	23.920
1658	11.525	12.688	13.852	15.142	16.576	18.171	19.950	21.937	23.924
1659	11.525	12.689	13.852	15.143	16.577	18.173	19.953	21.940	23.928
1660	11.526	12.690	13.854	15.145	16.579	18.176	19.955	21.943	23.931
1661	11.527	12.691	13.855	15.146	16.581	18.178	19.958	21.946	23.935
1662	11.527	12.691	13.855	15.147	16.582	18.180	19.961	21.950	23.939
1663	11.528	12.692	13.857	15.149	16.584	18.182	19.963	21.953	23.942
1664	11.528	12.693	13.858	15.150	16.586	18.184	19.966	21.956	23.946
1665	11.529	12.694	13.859	15.151	16.587	18.186	19.968	21.959	23.950
1666	11.529	12.695	13.860	15.153	16.589	18.188	19.971	21.962	23.954
1667	11.530	12.695	13.861	15.154	16.591	18.190	19.973	21.965	23.957
1668	11.530	12.696	13.862	15.155	16.592	18.192	19.976	21.969	23.961
1669	11.531	12.697	13.863	15.157	16.594	18.194	19.979	21.972	23.965
1670	11.532	12.698	13.864	15.158	16.596	18.196	19.981	21.975	23.968
1671	11.532	12.698	13.865	15.159	16.598	18.199	19.984	21.978	23.973
1672	11.533	12.699	13.866	15.161	16.599	18.201	19.986	21.981	23.976
1673	11.533	12.700	13.867	15.162	16.601	18.203	19.989	21.984	23.979
1674	11.534	12.701	13.868	15.163	16.602	18.205	19.992	21.988	23.984
1675	11.534	12.702	13.869	15.165	16.604	18.207	19.994	21.991	23.987
1676	11.535	12.702	13.870	15.166	16.606	18.209	19.997	21.994	23.991
1677	11.535	12.703	13.871	15.167	16.608	18.211	19.999	21.997	23.995
1678	11.536	12.704	13.872	15.169	16.609	18.213	20.002	22.000	23.998
1679	11.536	12.705	13.873	15.170	16.611	18.215	20.005	22.004	24.003
1680	11.537	12.706	13.874	15.171	16.612	18.217	20.007	22.006	24.006
1681	11.538	12.707	13.875	15.173	16.614	18.219	20.009	22.009	24.009
1682	11.538	12.707	13.876	15.174	16.616	18.222	20.012	22.013	24.014
1683	11.539	12.708	13.877	15.175	16.618	18.224	20.015	22.016	24.017
1684	11.539	12.709	13.879	15.176	16.619	18.226	20.017	22.019	24.021
1685	11.540	12.709	13.879	15.178	16.621	18.228	20.020	22.022	24.025
1686	11.540	12.710	13.881	15.179	16.623	18.230	20.022	22.025	24.028
1687	11.541	12.711	13.882	15.181	16.624	18.232	20.025	22.028	24.032
1688	11.541	12.712	13.883	15.182	16.626	18.234	20.028	22.032	24.036
1689	11.542	12.713	13.884	15.183	16.628	18.236	20.030	22.035	24.040
1690	11.543	12.714	13.885	15.185	16.629	18.238	20.033	22.038	24.043
1691	11.543	12.714	13.886	15.186	16.631	18.240	20.035	22.041	24.047
1692	11.544	12.715	13.887	15.187	16.633	18.242	20.038	22.044	24.051
1693	11.544	12.716	13.888	15.188	16.634	18.244	20.040	22.047	24.054
1694	11.544	12.717	13.889	15.190	16.636	18.246	20.043	22.051	24.058
1695	11.545	12.717	13.890	15.191	16.638	18.248	20.045	22.054	24.062
1696	11.546	12.718	13.891	15.192	16.639	18.251	20.048	22.057	24.065
1697	11.546	12.719	13.892	15.194	16.641	18.253	20.051	22.060	24.070
1698	11.547	12.720	13.893	15.195	16.643	18.255	20.053	22.063	24.073
1699	11.548	12.721	13.894	15.196	16.644	18.257	20.056	22.066	24.076
1700	11.548	12.721	13.895	15.198	16.646	18.259	20.058	22.070	24.081
1701	11.548	12.722	13.896	15.199	16.648	18.261	20.061	22.072	24.084
1702	11.549	12.723	13.897	15.200	16.649	18.263	20.063	22.075	24.087
1703	11.549	12.724	13.898	15.202	16.651	18.265	20.066	22.079	24.092
1704	11.550	12.725	13.899	15.203	16.653	18.267	20.068	22.082	24.095
1705	11.551	12.726	13.900	15.204	16.654	18.269	20.071	22.085	24.099
1706	11.551	12.726	13.901	15.206	16.656	18.271	20.074	22.088	24.103
1707	11.552	12.727	13.902	15.207	16.658	18.273	20.076	22.091	24.106
1708	11.552	12.728	13.903	15.208	16.659	18.275	20.079	22.094	24.110
1709	11.553	12.728	13.904	15.209	16.661	18.278	20.081	22.098	24.114
1710	11.553	12.729	13.905	15.211	16.663	18.280	20.084	22.101	24.117
1711	11.554	12.730	13.906	15.212	16.664	18.282	20.086	22.104	24.121
1712	11.554	12.731	13.907	15.213	16.666	18.284	20.089	22.107	24.125
1713	11.555	12.732	13.908	15.215	16.668	18.286	20.092	22.110	24.129
1714	11.555	12.732	13.909	15.216	16.669	18.288	20.094	22.114	24.133
1715	11.556	12.733	13.910	15.217	16.671	18.290	20.097	22.117	24.136
1716	11.557	12.734	13.912	15.219	16.673	18.292	20.099	22.120	24.140
1717	11.557	12.735	13.912	15.220	16.674	18.294	20.102	22.123	24.144
1718	11.557	12.735	13.913	15.221	16.676	18.296	20.104	22.126	24.147
1719	11.558	12.736	13.915	15.223	16.678	18.298	20.107	22.129	24.151
1720	11.558	12.737	13.915	15.224	16.679	18.300	20.110	22.132	24.155
1721	11.559	12.738	13.916	15.225	16.681	18.302	20.112	22.135	24.158
1722	11.560	12.739	13.918	15.227	16.682	18.304	20.114	22.138	24.162
1723	11.560	12.739	13.918	15.228	16.684	18.307	20.117	22.142	24.166
1724	11.561	12.740	13.920	15.229	16.686	18.309	20.120	22.145	24.170
1725	11.561	12.741	13.921	15.231	16.688	18.311	20.122	22.148	24.173
1726	11.562	12.742	13.922	15.232	16.689	18.313	20.125	22.150	24.176
1727	11.562	12.742	13.923	15.233	16.691	18.315	20.127	22.154	24.181
1728	11.563	12.743	13.924	15.234	16.692	18.317	20.130	22.157	24.184
1729	11.564	12.744	13.925	15.236	16.694	18.319	20.132	22.160	24.188
1730	11.564	12.745	13.926	15.237	16.696	18.321	20.135	22.163	24.192
1731	11.565	12.746	13.927	15.238	16.697	18.323	20.137	22.166	24.195
1732	11.565	12.747	13.928	15.240	16.699	18.325	20.140	22.169	24.199
1733	11.565	12.747	13.929	15.241	16.701	18.327	20.143	22.173	24.203
1734	11.566	12.748	13.930	15.242	16.702	18.329	20.145	22.176	24.206
1735	11.567	12.749	13.931	15.244	16.704	18.331	20.147	22.179	24.210
1736	11.567	12.749	13.932	15.245	16.706	18.333	20.150	22.182	24.214
1737	11.568	12.750	13.933	15.246	16.707	18.335	20.153	22.185	24.217
1738	11.568	12.751	13.934	15.248	16.709	18.337	20.155	22.188	24.221
1739	11.569	12.752	13.935	15.249	16.711	18.340	20.158	22.192	24.225
1740	11.569	12.753	13.936	15.250	16.712	18.341	20.160	22.194	24.229
1741	11.570	12.754	13.937	15.252	16.714	18.344	20.163	22.197	24.232
1742	11.570	12.754	13.938	15.253	16.716	18.346	20.166	22.201	24.236
1743	11.571	12.755	13.939	15.254	16.717	18.348	20.168	22.204	24.240
1744	11.572	12.756	13.940	15.255	16.719	18.350	20.170	22.207	24.243
1745	11.572	12.756	13.941	15.257	16.720	18.352	20.173	22.210	24.247
1746	11.572	12.757	13.942	15.258	16.722	18.354	20.176	22.213	24.251
1747	11.573	12.758	13.943	15.259	16.724	18.356	20.178	22.216	24.254
1748	11.573	12.759	13.944	15.261	16.725	18.358	20.181	22.220	24.258
1749	11.574	12.760	13.945	15.262	16.727	18.360	20.183	22.222	24.262
1750	11.575	12.760	13.946	15.263	16.729	18.362	20.186	22.225	24.265
1751	11.575	12.761	13.947	15.264	16.730	18.364	20.188	22.229	24.270
1752	11.576	12.762	13.948	15.266	16.732	18.366	20.191	22.232	24.273
1753	11.576	12.763	13.949	15.267	16.734	18.368	20.193	22.235	24.276
1754	11.576	12.763	13.950	15.268	16.735	18.370	20.196	22.238	24.281
1755	11.577	12.764	13.951	15.270	16.737	18.372	20.198	22.241	24.284
1756	11.578	12.765	13.952	15.271	16.738	18.374	20.201	22.244	24.287
1757	11.578	12.766	13.953	15.272	16.740	18.376	20.204	22.248	24.292
1758	11.579	12.766	13.954	15.274	16.742	18.378	20.206	22.251	24.295
1759	11.579	12.767	13.955	15.275	16.743	18.380	20.208	22.253	24.298
1760	11.580	12.768	13.956	15.276	16.745	18.382	20.211	22.256	24.302
1761	11.580	12.769	13.957	15.277	16.747	18.385	20.214	22.260	24.306
1762	11.581	12.770	13.958	15.279	16.748	18.387	20.216	22.263	24.309
1763	11.582	12.770	13.959	15.280	16.750	18.389	20.218	22.266	24.313
1764	11.582	12.771	13.960	15.281	16.752	18.391	20.221	22.269	24.317
1765	11.583	12.772	13.961	15.283	16.753	18.393	20.224	22.272	24.321
1766	11.583	12.773	13.962	15.284	16.755	18.395	20.226	22.275	24.324
1767	11.583	12.773	13.963	15.285	16.756	18.397	20.229	22.278	24.328
1768	11.584	12.774	13.964	15.287	16.758	18.399	20.231	22.281	24.332
1769	11.585	12.775	13.965	15.288	16.760	18.401	20.234	22.284	24.335
1770	11.585	12.776	13.966	15.289	16.761	18.403	20.236	22.288	24.339
1771	11.586	12.776	13.967	15.290	16.763	18.405	20.239	22.291	24.343
1772	11.586	12.777	13.968	15.292	16.765	18.407	20.241	22.294	24.346
1773	11.586	12.778	13.969	15.293	16.766	18.409	20.244	22.297	24.350
1774	11.587	12.779	13.970	15.294	16.768	18.411	20.246	22.300	24.354
1775	11.588	12.780	13.971	15.296	16.770	18.413	20.249	22.303	24.357
1776	11.588	12.780	13.972	15.297	16.771	18.415	20.252	22.306	24.361
1777	11.589	12.781	13.973	15.298	16.773	18.417	20.254	22.309	24.365
1778	11.589	12.782	13.974	15.299	16.774	18.419	20.256	22.312	24.368
1779	11.590	12.783	13.975	15.301	16.776	18.421	20.259	22.315	24.371
1780	11.590	12.783	13.976	15.302	16.778	18.423	20.261	22.319	24.376
1781	11.591	12.784	13.977	15.303	16.779	18.425	20.264	22.322	24.379
1782	11.592	12.785	13.978	15.305	16.781	18.427	20.266	22.324	24.383
1783	11.592	12.785	13.979	15.306	16.783	18.429	20.269	22.328	24.387
1784	11.592	12.786	13.980	15.307	16.784	18.431	20.271	22.331	24.390
1785	11.593	12.787	13.981	15.309	16.786	18.433	20.274	22.334	24.394
1786	11.593	12.788	13.982	15.310	16.788	18.436	20.277	22.337	24.398
1787	11.594	12.789	13.983	15.311	16.789	18.437	20.279	22.340	24.401
1788	11.595	12.789	13.984	15.312	16.791	18.440	20.281	22.343	24.405
1789	11.595	12.790	13.985	15.314	16.792	18.442	20.284	22.347	24.409
1790	11.595	12.791	13.986	15.315	16.794	18.444	20.287	22.349	24.412
1791	11.596	12.792	13.987	15.316	16.796	18.446	20.289	22.352	24.416
1792	11.597	12.793	13.988	15.318	16.797	18.448	20.291	22.355	24.419
1793	11.597	12.793	13.989	15.319	16.799	18.450	20.294	22.359	24.423
1794	11.598	12.794	13.990	15.320	16.800	18.452	20.297	22.362	24.427
1795	11.598	12.795	13.991	15.321	16.802	18.454	20.299	22.364	24.430
1796	11.598	12.795	13.992	15.322	16.804	18.456	20.302	22.368	24.434
1797	11.599	12.796	13.993	15.324	16.805	18.458	20.304	22.371	24.438
1798	11.600	12.797	13.994	15.325	16.807	18.460	20.307	22.374	24.441
1799	11.600	12.798	13.995	15.326	16.809	18.462	20.309	22.377	24.445
1800	11.601	12.798	13.996	15.328	16.810	18.464	20.312	22.380	24.449
1801	11.601	12.799	13.997	15.329	16.812	18.466	20.314	22.383	24.452
1802	11.602	12.800	13.998	15.330	16.814	18.468	20.316	22.386	24.456
1803	11.602	12.801	13.999	15.332	16.815	18.470	20.319	22.390	24.460
1804	11.603	12.802	14.000	15.333	16.817	18.472	20.322	22.392	24.463
1805	11.603	12.802	14.001	15.334	16.818	18.474	20.324	22.395	24.467
1806	11.604	12.803	14.002	15.335	16.820	18.476	20.327	22.399	24.471
1807	11.604	12.804	14.003	15.337	16.822	18.478	20.329	22.402	24.474
1808	11.605	12.805	14.004	15.338	16.823	18.480	20.332	22.405	24.478
1809	11.605	12.805	14.005	15.339	16.825	18.482	20.334	22.408	24.482
1810	11.606	12.806	14.006	15.340	16.826	18.484	20.337	22.411	24.485
1811	11.606	12.807	14.007	15.342	16.828	18.486	20.339	22.414	24.489
1812	11.607	12.808	14.008	15.343	16.830	18.488	20.342	22.417	24.492
1813	11.607	12.808	14.009	15.344	16.831	18.490	20.344	22.420	24.496
1814	11.608	12.809	14.010	15.346	16.833	18.492	20.347	22.423	24.500
1815	11.609	12.810	14.011	15.347	16.834	18.494	20.349	22.426	24.503
1816	11.609	12.810	14.012	15.348	16.836	18.496	20.352	22.430	24.507
1817	11.609	12.811	14.013	15.349	16.838	18.498	20.354	22.432	24.511
1818	11.610	12.812	14.014	15.351	16.839	18.500	20.356	22.435	24.514
1819	11.610	12.813	14.015	15.352	16.841	18.502	20.359	22.439	24.518
1820	11.611	12.814	14.016	15.353	16.843	18.504	20.362	22.442	24.522
1821	11.612	12.814	14.017	15.355	16.844	18.506	20.364	22.445	24.525
1822	11.612	12.815	14.018	15.356	16.846	18.508	20.366	22.447	24.528
1823	11.612	12.816	14.019	15.357	16.847	18.510	20.369	22.451	24.533
1824	11.613	12.817	14.020	15.358	16.849	18.512	20.372	22.454	24.536
1825	11.614	12.817	14.021	15.360	16.851	18.514	20.374	22.457	24.539
1826	11.614	12.818	14.022	15.361	16.852	18.516	20.377	22.460	24.544
1827	11.615	12.819	14.023	15.362	16.854	18.518	20.379	22.463	24.547
1828	11.615	12.820	14.024	15.364	16.856	18.520	20.382	22.466	24.550
1829	11.616	12.821	14.025	15.365	16.857	18.522	20.384	22.469	24.554
1830	11.616	12.821	14.026	15.366	16.859	18.524	20.387	22.472	24.558
1831	11.617	12.822	14.027	15.367	16.860	18.526	20.389	22.475	24.561
1832	11.617	12.823	14.028	15.369	16.862	18.528	20.391	22.478	24.565
1833	11.618	12.823	14.029	15.370	16.864	18.530	20.394	22.482	24.569
1834	11.618	12.824	14.030	15.371	16.865	18.532	20.397	22.484	24.572
1835	11.619	12.825	14.031	15.372	16.867	18.534	20.399	22.487	24.576
1836	11.619	12.826	14.032	15.374	16.868	18.536	20.401	22.490	24.579
1837	11.620	12.826	14.033	15.375	16.870	18.538	20.404	22.494	24.583
1838	11.620	12.827	14.034	15.376	16.872	18.540	20.406	22.497	24.587
1839	11.621	12.828	14.035	15.377	16.873	18.542	20.409	22.499	24.590
1840	11.621	12.828	14.036	15.379	16.875	18.544	20.412	22.503	24.594
1841	11.622	12.829	14.037	15.380	16.876	18.546	20.414	22.506	24.598
1842	11.622	12.830	14.038	15.381	16.878	18.548	20.416	22.509	24.601
1843	11.623	12.831	14.039	15.383	16.880	18.550	20.419	22.512	24.605
1844	11.623	12.832	14.040	15.384	16.881	18.553	20.421	22.515	24.609
1845	11.624	12.832	14.041	15.385	16.883	18.555	20.424	22.518	24.612
1846	11.625	12.833	14.042	15.386	16.884	18.556	20.426	22.521	24.616
1847	11.625	12.834	14.043	15.388	16.886	18.559	20.429	22.524	24.620
1848	11.625	12.835	14.044	15.389	16.888	18.561	20.431	22.527	24.623
1849	11.626	12.835	14.045	15.390	16.889	18.563	20.434	22.530	24.627
1850	11.627	12.836	14.046	15.391	16.891	18.564	20.436	22.533	24.630
1851	11.627	12.837	14.047	15.393	16.892	18.567	20.439	22.536	24.634
1852	11.627	12.838	14.048	15.394	16.894	18.569	20.441	22.539	24.637
1853	11.628	12.838	14.049	15.395	16.896	18.570	20.444	22.542	24.641
1854	11.628	12.839	14.050	15.396	16.897	18.573	20.446	22.546	24.645
1855	11.629	12.840	14.051	15.398	16.899	18.575	20.449	22.549	24.648
1856	11.630	12.841	14.052	15.399	16.900	18.577	20.451	22.551	24.652
